Categories,ProductName,Price,Ingredients,NutritionalFacts,Illness
Condiments,MamaSita'sOysterSauce 156-g,61,"Water, real oysters, modified starch, cane sugar, salt, hydrolyzed corn and soy protein, caramel color, monosodium glutamate (flavor enhancer), 0.1% sodium benzoate added as a preservative.","Calories(30), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(1.04g), TCarbs(5g), DietFbr(0g), Tsugar(5g), Protein(1g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,KnorrShrimpBrothCubes 10-g,8,"Salt, Palm Oil, Monosodium Glutamate, Powdered Shrimp Shells, Corn Starch, Hydrolyzed Corn Protein, Hydrogenated Palm Oil, Chili Powder, Water, Shrimp Powder, Sugar, Maltodextrin, Natural Flavor, Citric Acid, Tomato Powder, Caramel Color, Disodium Inosinate, Turmeric (Color), Red 40, TBHQ (Used to Protect Quality).","Calories(15), TotalFat(1g), SatFat(1g), TransFat(0g), Cholesterol(0g), Sodium(1g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(2%)","Kidney Diseases, Hypertension"
Condiments,KnorrBeefBrothCube 10-g,8,"Salt, Palm Oil, Monosodium Glutamate, Corn Starch, Sugar, Hydrogenated Palm Oil, Cooked Beef Powder, Hydrolyzed Corn Protein, Water, Maltodextrin, Onion Extract, Silicon Dioxide (Prevents Caking), Yeast Extract (Barley), Caramel Color (Contains Sulfites), Dehydrated Parsley, Turmeric (Color), Hydrolyzed Beef Stock, Garlic Extract, Disodium Inosinate, Natural Flavor, Citric Acid, Disodium Guanylate, Spice.","Calories(15), TotalFat(1g), SatFat(1g), TransFat(0g), Cholesterol(0g), Sodium(1.1g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(2%)","Kidney Diseases, Hypertension"
Condiments,KnorrChickenBrothCube 10-g,8,"Salt, Monosodium Glutamate, Palm Oil, Corn Starch, Hydrogenated Palm Oil, Sugar, Xanthan Gum, Chicken Fat, Natural Flavor, Water, Turmeric (for Color), Disodium Inosinate, Disodium Guanylate, Maltodextrin, Dehydrated Parsley, Spices, Caramel Color, TBHQ (Used to Protect Quality).","Calories(15), TotalFat(1g), SatFat(1g), TransFat(0g), Cholesterol(0g), Sodium(1.1g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(2%)","Kidney Diseases, Hypertension"
Condiments,KnorrPorkBrothCubes 10-g,8,"Iodized Salt, PalmFat, ConStarch, Flavor Enhancers (MSG, Ribonucleotide), Pork (Fat and Meat),  Hydrolyzed Vegetable Protein, Garlic Fat, Natural Flavors, Color (Caramel), Spice, Artificial Flavor, Stabilizer (Tetrasodium Pyrophosphate), Ferric Pyrophosphate,  Contains Soybeans, Milk no Preservatives Added, Made With Natural Pork","Calories(2), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.391g), TCarbs(0g), DietFbr(0g),  Tsugar(0g), Protein(0g), VitA(0%), VitC(0%) Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,GoodLifeBreadCrumbs 80-g,19,"Wheat flour, salt, yeast, and baking powder.","Calories(270), TotalFat(1.5g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.15g), TCarbs(58g), DietFbr(2g), Tsugar(3g), Protein(9g), VitA(0%), VitC(0%), Calcium(4%), Iron(8%)","Kidney Diseases, Hypertension"
Condiments,MamaSita'sOysterSauce 405-g,230,"Water, Cane Sugar, Oyster Extract (Water, Soybeans Salt, And Real Oysters), Monosodium Glutamate (Flavour Enhancer), Iodized Salt, Modified Starch Caramel Colour, Disodium Inosinate And Disodium Guanylate (Flavour Enhancers) and 0.1% Sorbic Acid (Preservative)","Calorie(30),TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(1.04g), TCarbs(5g), DietFbr(0g),  Tsugar(1g), Protein(0g), VitA(0%), VitC(0%) Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,MamaSita'sOysterSauce 30-g,8,"Water Cane Sugar, Oyster Extract (Water, Soybean, Salt and Real Oyster), Monosodium Glutamate (Flavour Enhancer), Iodized Salt, Modified Starch, Caramel Colour, Disodium Inosinate and Disodium Guanylate (Flavour Enhancers) and 0.1% Sorbic Acid (Preservative)","Calories(30), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.104g), TCarbs(5g), DietFbr(0g),  Tsugar(9g), Protein(1g), VitA(0%), VitC(0%) Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,UFCBananaKetsup 320g,36,"Banana puree, sugar, vinegar, garlic powder, onion powder, salt, artificial coloring (E129)","Calories(18), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.295g), TCarbs(4g), DietFbr(0g), Tsugar(2g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,CDOKaongSugarPalmFruitinHeavySyrup 240-g,58,"Sugar Palm Fruit (Kaong), Water, Sugar, Sodium Benzoate (As Preservative), Citric Acid (As Acidulant), Banana Flavor, and Sodium Metabisulfite (As Antioxidant), Allergen information, Contains Sulphites","Calories(68), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.012g), TCarbs(17g), DietFbr(0g), Tsugar(12g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,LorinsPatis 1000-ml,230,"Water, Fermented Fish Extract, Iodized Salt, Sodium Benzoate, Caramel, Potassium Sorbate, Monosodium Glutamate, and Disodium Inosinate.","Calories(0), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(1.442g), TCarbs(0g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,CalumetDouble-ActingBakingPowder 50-g,23,"Starch (Corn or Cassava), Leavening Agents (Baking Soda, Sodium Aluminum Sulphate, Calcium Acid Phosphate)","Calories(0), TotalFat(1g), SatFat(1g), TransFat(1g), Cholesterol(1g), Sodium(0.05g), TCarbs(1g), DietFbr(1g), Tsugar(1g), Protein(1g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Diabetes, Hypertension"
Condiments,KnorrSinigangSaSampalocMixOriginal 44-g,30,"Iodized Salt, Acidity Regulator (Citric Acid), Flavor Enhancers (MSG Ribonucleotide), Tamarind**, Sugar , Tomato, Thickener (Xanthan Gum), Spices, Palm, Oi, Shrimp, Natural Flavor, Color (Caramel), Vitamin C, Contains MIlk, Crustaceans","Calories(6), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.476g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,KnorrSinigangSaSampalocMixOriginal 22-g,17,"Iodized Salt, Acidity Regulator (Citric Acid), Flavor Enhancers (MSG Ribonucleotide), Tamarind**, Sugar, Tomato, Thickener (Xanthan Gum), Spices, Palm Oi, Shrimp, Natural Flavor, Color (Caramel), Vitamin C, Contains Milk, Crustaceans","Calories(6), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.476g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,KnorrSinigangSaSampalocMixGabi 44-g,30,"Iodized Salt, Acidity Regulator (Citric Acid), Flavor Enhancers (MSG Ribonucleotide), Tamarind**, Sugar, Taro, Tomato, Thickener (Xanthan Gum), Spices, Palm Oi, Shrimp, Natural Flavor, Color (Caramel), Allergen Information, Contains Milk, Crustacean, Cereals Containing Gluten ","Calories(5), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.44g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,KnorrSinigangSaSampalocMixGabi 22-g,17,"Iodized Salt, Acidity Regulator (Citric Acid), Flavor Enhancers (MSG Ribonucleotide), Tamarind**, Sugar, Taro, Tomato, Thickener (Xanthan Gum), Spices, Palm Oi, Shrimp, Natural Flavor, Color (Caramel), Allergen Information, Contains Milk, Crustacean, Cereals Containing Gluten ","Calories(5), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.44g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,KnorrSinigangSaSampalocMixOriginal 11-g,9,"Iodized Salt, Acidity Regulator (Citric Acid), Flavor Enhancers (MSG Ribonucleotide), Tamarind**, Sugar , Tomato, Thickener (Xanthan Gum), Spices, Palm, Oi, Shrimp, Natural Flavor, Color (Caramel), Vitamin C, Contains MIlk, Crustaceans","Calories(6), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.476g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,KnorrSinigangSaSampalocMixGabi 11-g,9,"Iodized Salt, Acidity Regulator (Citric Acid), Flavor Enhancers (MSG Ribonucleotide), Tamarind**, Sugar, Taro, Tomato, Thickener (Xanthan Gum), Spices, Palm Oi, Shrimp, Natural Flavor, Color (Caramel), Allergen Information, Contains Milk, Crustacean, Cereals Containing Gluten ","Calories(5), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.44g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,KnorrSinigangNaIsdaRecipeMix 11-g,9,"Iodized Salt, Acidity Regulator (Citric Acid), Flavor Enhancers, (MSG Ribonucleotide), Tamarid**, Sugar, Tomato, Thickener (Xanthan Gum), Spices, Palm Oil, Shrimp, Natural Flavor, Color(Caramel), Vitamin C, Contains: Milk Crustaceans","Calories(6), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.467g), TCarbs(1g), DietFbr(0g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,MaggiMagicSinigangMixOriginal 25-g,17,"Iodized salt, Food Acid (Citric), Flavor enhancer (Monosodium glutamate), Tamarind, Tomato, Thickener (Starch), Natural flavors, Palm oil, Sugar, Shrimp, Caramel Color, Calamansi Powder, White Pepper","Calories(5), TotalFat(0.05g), SatFat(0.04g), TransFat(0g), Cholesterol(0.00026g), Sodium(0.527g), TCarbs(1.0g), DietFbr(0.11g), Tsugar(0.07g), Protein(0.20g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,MaggiMagicSinigangMixOriginal 12-g,17,"Iodized salt, Food Acid (Citric), Flavor enhancer (Monosodium glutamate), Tamarind, Tomato, Thickener (Starch), Natural flavors, Palm oil, Sugar, Shrimp, Caramel Color, Calamansi Powder, White Pepper","Calories(5), TotalFat(0.05g), SatFat(0.04g), TransFat(0g), Cholesterol(0.00026g), Sodium(0.527g), TCarbs(1.0g), DietFbr(0.11g), Tsugar(0.07g), Protein(0.20g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,MaggiMagicSinigangMixGabi 25-g,17,"Iodized salt, Acidulant (Citric acid), Flavor enhancer (Monosodium glutamate), Thickeners (Xanthan gum, Carboxymethyl cellulose, Starch), Tamarind powder, Tomato powder, Natural flavors, Palm oil, Sugar, Shrimp powder, Yam grits, Calamansi powder, White pepper","Calories(5), TotalFat(0.05g), SatFat(0.04g), TransFat(0g), Cholesterol(0.00023g), Sodium(0.484g), TCarbs(0.95g), DietFbr(0.27g), Tsugar(0.06g), Protein(0.20g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,MaggiMagicSinigangMixOriginal 11-g,6,"Iodized salt, Food Acid (Citric), Flavor enhancer (Monosodium glutamate), Tamarind, Tomato, Thickener (Starch), Natural flavors, Palm oil, Sugar, Shrimp, Caramel Color, Calamansi Powder, White Pepper","Calories(5), TotalFat(0.05g), SatFat(0.04g), TransFat(0g), Cholesterol(0.00026g), Sodium(0.527g), TCarbs(1.0g), DietFbr(0.11g), Tsugar(0.07g), Protein(0.20g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
Condiments,MaggiMagicSinigangMixGabi 11-g,6,"Iodized salt, Acidulant (Citric acid), Flavor enhancer (Monosodium glutamate), Thickeners (Xanthan gum, Carboxymethyl cellulose, Starch), Tamarind powder, Tomato powder, Natural flavors, Palm oil, Sugar, Shrimp powder, Yam grits, Calamansi powder, White pepper","Calories(5), TotalFat(0.05g), SatFat(0.04g), TransFat(0g), Cholesterol(0.00023g), Sodium(0.484g), TCarbs(0.95g), DietFbr(0.27g), Tsugar(0.06g), Protein(0.20g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
NoodlesPasta,DelMonteItalianStyleSpaghettiSauce 500-g,72,"Water, Tomato Paste, Sgar, Modified Starch, Vinegar, Iodized Salt, Selected Spices and Herbs, Hydrolyzed Vegetable Protein [Defatted Soybean, Monosodium Glutamate (Flavor Enhancer), Disodium Inosinate (Flavor Enhancer), Disodium Guanylate (Flavor Enhacer), Disodium Guanylate (Flavor Enhacer)], Vegetable Oils (May Contain Corn, Soya, and or Coconut Oil), Parmesan Cheese Flavor's Sodium Benzoate (Preservative), Potassium Sorbate (Preservative), Citric Acid (acidity regulator), Stevia Extract [Steviol Gycosides (Swwetener)], FD&C Red No. 40 Contains Soy, Milk ","Calories(64), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.69g), TCarbs(15g), DietFbr(1g), Tsugar(9g), Protein(1g), VitA(17%), VitC(5%), Calcium(2%), Iron(2%) Iodine(5%)","Kidney Diseases, Hypertension"
NoodlesPasta,DelMonteItalianStyleSpaghettiSauce 900-g,105,"Water, Tomato Paste, Sgar, Modified Starch, Vinegar, Iodized Salt, Selected Spices and Herbs, Hydrolyzed Vegetable Protein [Defatted Soybean, Monosodium Glutamate (Flavor Enhancer), Disodium Inosinate (Flavor Enhancer), Disodium Guanylate (Flavor Enhacer), Disodium Guanylate (Flavor Enhacer)], Vegetable Oils (May Contain Corn, Soya, and or Coconut Oil), Parmesan Cheese Flavor's Sodium Benzoate (Preservative), Potassium Sorbate (Preservative), Citric Acid (acidity regulator), Stevia Extract [Steviol Gycosides (Swwetener)], FD&C Red No. 40 Contains Soy, Milk ","Calories(64), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.69g), TCarbs(15g), DietFbr(1g), Tsugar(9g), Protein(1g), VitA(17%), VitC(5%), Calcium(2%), Iron(2%) Iodine(5%)","Kidney Diseases, Hypertension"
NoodlesPasta,GoodLifePremVermicelli-80g,25,Potato Starch,"Calories(157), TotalFat(0.92), SatFat(0.175g), TransFat(0g), PolyUnsaturatedFat(0.317g), MonounsaturatedFat(0.13g), Cholesterol(0g), Sodium(0.233g), TCarbs(30.68g), DietFbr(1.8g), Tsugar(0.56g), Protein(5.77g), VitD(0%), VitC(5%), VitA(0%), Calcium(1%), Iron(7%) Potassium(0.045g)","Diabetes, Hypertension"
NoodlesPasta,GoodLifePremVermicelli-500g,148,Potato Starch,"Calories(157), TotalFat(0.92), SatFat(0.175g), TransFat(0g), PolyUnsaturatedFat(0.317g), MonounsaturatedFat(0.13g), Cholesterol(0g), Sodium(0.233g), TCarbs(30.68g), DietFbr(1.8g), Tsugar(0.56g), Protein(5.77g), VitD(0%), VitC(5%), VitA(0%), Calcium(1%), Iron(7%) Potassium(0.045g)","Diabetes, Hypertension"
NoodlesPasta,GoodLifePremVermicelli-1kg,296,Potato Starch,"Calories(157), TotalFat(0.92), SatFat(0.175g), TransFat(0g), PolyUnsaturatedFat(0.317g), MonounsaturatedFat(0.13g), Cholesterol(0g), Sodium(0.233g), TCarbs(30.68g), DietFbr(1.8g), Tsugar(0.56g), Protein(5.77g), VitD(0%), VitC(5%), VitA(0%),  Calcium(1%), Iron(7%) Potassium(0.045g)","Diabetes, Hypertension"
NoodlesPasta,MacaronniPastaWithLady'sChoiceMayonnaise Whole Pack,240,"Hard Wheat Semotina, Vitamin B2, Allergen Information Contains Glutenn","Calories(210), TotalFat(1), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.03g), TCarbs(41g), DietFbr(2g), Tsugar(1g), Protein(9g), VitD(0%), VitC(0%), VitA(0%), Calcium(0%), Iron(0%) Potassium(0g)","Hypertension, Diabetes, Gastrointestinal, Liver Diseases"
NoodlesPasta,RoyalElbowMacaroni 400-G,56,"Hard Wheat Semotina, Vitamin B2, Allergen Information, Contains: Glutenn","Calories(210), TotalFat(1g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.030g), TCarbs(0.41g), DietFbr(2g), Tsugar(1g), Protein(9g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Diabetes, Gastrointestinal"
NoodlesPasta,RoyalSpaghetti 900-G,93.5,"HardWheatSemouna, VitaminB2","Calories(5), TotalFat(0.05g), SatFat(0.04g), TransFat(0g), Cholesterol(0.00023g), Sodium(0.484g), TCarbs(0.95g), DietFbr(0.27g), Tsugar(0.06g), Protein(0.20g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Diabetes, Gastrointestinal"
InstantNoodles,LuckyMeGoCupSpicyBulalo 40-g,23,"Noodles: Wheat flour, palm oil, salt, acidity regulators (E500, E501), stabilizers (E466, E412), emulsifier (E322 from soy), color (E101), flavor enhancers (E621, E635), antioxidant (E306). Seasoning Powder: Salt, flavor enhancers (E621, E627, E631), sugar, maltodextrin, spices (garlic, onion, black pepper), hydrolyzed vegetable protein (soy), yeast extract, soy sauce powder (soybean, wheat, maltodextrin, salt), palm oil, acidity regulator (E330), caramel color (E150a), anti-caking agent (E551), artificial beef flavor. Dehydrated Vegetables: Corn, cabbage, green onion. Oil: Palm oil, garlic flavor.","Calories(180), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(1g), Sodium(1.08g), TCarbs(23g), DietFbr(2g), Tsugar(2g), Protein(4g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Hypertension
InstantNoodles,MangTomasAllAroundSarsa 550-g,52,"Water, sugar, vinegar, iodized salt (salt, iodine), modified starch, bread crumbs, spices, artificial color (caramel), onion, garlic, and 0.1% sodium benzoate.","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.42g), TCarbs(9g), DietFbr(0g), Tsugar(6g), Protein(0g), VitA(2%), VitC(0%), Calcium(0%), Iron(0%)",Liver Diseases
InstantNoodles,MangTomasAllAroundSarsa 325-g,38,"Water, sugar, vinegar, iodized salt (salt, iodine), modified starch, bread crumbs, spices, artificial color (caramel), onion, garlic, and 0.1% sodium benzoate.","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.42g), TCarbs(9g), DietFbr(0g), Tsugar(6g), Protein(0g), VitA(2%), VitC(0%), Calcium(0%), Iron(0%)",Liver Diseases
InstantNoodles,DelMonteTomatoKetsup 320-g,49,"Tomatoes, sugar, vinegar, salt, onion powder, garlic powder, spices, and natural flavors.","Calories(15), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.15g), TCarbs(4g), DietFbr(0g), Tsugar(1g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Kidney Diseases, Hypertension"
InstantNoodles,LuckyMeInstantNoodlesChicken 55-g,9.5,"Noodles: Wheat flour, vegetable oil, (palm oil, green tea extract), iodized salt, sodium polyphosphates, (humectant), Acidity regulators (E500, E501), thickener (E466). SEASONING: Iodized salt, flavor enhancers (E621, E631, E621), whey powder (MILK), sugar, artificial chicken flavor, hydrolyzed SOYBEAN protein, spices (SULFITE, CELERY), starch, dehydrated chives, vitamin A.","Calories(114), TotalFat(4g), SatFat(2g), TransFat(0g), Cholesterol(0g), Sodium(0.896g), TCarbs(17g), DietFbr(0g), Tsugar(1g), Protein(3g), VitA(21%), VitC(0%), Calcium(1%), Iron(3%)",Hypertension
InstantNoodles,NissinCnMiniBulalo 40-g,23,"Noodles: Wheat flour, palm oil, iodized salt, natural and artificial flavors (FISH, MILK), dehydrated vegetables (cabbage, corn), flavor enhancers (E621, E635), sugar, artificial beef flavor, textured SOY protein, spices, artificial chicken flavor, cornstarch, yeast extract, acidity regulators (E452i, E451, E500, E501, E330), anticaking agent (E551), thickener (E412), color (E150 (SULFITE)), stabilizer (E4115) and antioxidants (E310, E320, E321), vitamin E.","Calories(180), TotalFat(6g), SatFat(4g), TransFat(0g), Cholesterol(1g), Sodium(1.13g), TCarbs(24g), DietFbr(3g), Tsugar(3g), Protein(4g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Hypertension
InstantNoodles,NissinCnMiniBatchoy 40-g,23,"Noodles: Wheat flour, palm oil, salt, acidity regulators E501, E500, thickener E412, antioxidant E306. Seasoning powder: salt, flavour enhancers E621, E627, E631, sugar, maltodextrin, garlic powder, pork flavouring, hydrolysed soy protein, spices (garlic, onion), yeast extract. Soy sauce powder: soybean, wheat, salt, palm oil, caramel colour E150a, anti-caking agent E551. Dehydrated vegetables: cabbage, chive. Flavouring oil: palm oil, garlic, lard","Calories(184), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(0.003g), Sodium(1.106g), TCarbs(22g), DietFbr(2g), Tsugar(3g), Protein(6g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Hypertension
InstantNoodles,LuckyMeGoCupBatchoy 40-g,23,"Noodles: Wheat Flour, Palm Oil, Salt, Acidity Regulators E501, E500, Stabilizers E412, E466, Emulsifier E322 from Soy, Colour E101. Seasoning Powder: Salt, Flavour Enhancers E621, E635, Sugar, Maltodextrin, Garlic Powder, Pork Flavouring, Hydrolysed Vegetable Protein (Soy), Spices (Onion, Garlic, Black Pepper), Yeast Extract, Soy Sauce Powder (Soybean, Wheat, Maltodextrin, Salt), Palm Oil, Acidity Regulator E330, Caramel Colour E150a, Anti-caking Agent E551, Artificial Beef Flavour. Dehydrated Vegetables: Green Onion, Cabbage","Calories(334), TotalFat(16g), SatFat(10g), TransFat(0g), Cholesterol(4g), Sodium(1.57g), TCarbs(38g), DietFbr(2g), Tsugar(5g), Protein(9g), VitA(0%), VitC(0%), Calcium(4%), Iron(6%)",Hypertension
InstantNoodles,LuckyMeGoCupBulalo 40-g,23,"Noodles: Wheat Flour, coconut oil, acetylated, thickener (E1422), iodized salt, humectant (E452), thickener (E466), acidity regulators (E500, E501), green tea extract. Seasoning: Iodized salt, sugar, flavor enhancers (E621, E631, E627), artificial beef flavor (MILK), spices, cornstarch, hydrolyzed SOYBEAN protein, color (E150 (SULFITE)), artificial FISH sauce powder (dextrin, FISH sauce, protein hydrolysate), anticaking agent (E551) natural kalamansi powder (natural kalamansi extract, maltodextrin). Garnish: Freeze dried corn, dehydrated spring onion. Oil: Coconut oil, artificial beef flavor. Allergen information: May contain traces of EGG, PEANUTS and CRUSTACEAN.","Calories(330), TotalFat(15g), SatFat(11g), TransFat(0g), Cholesterol(0g), Sodium(1.57g), TCarbs(40g), DietFbr(2g), Tsugar(4g), Protein(7g), VitA(0%), VitC(0%), Calcium(4%), Iron(4%), Potassium(0.2378g)",Hypertension
InstantNoodles,LuckyMePCHotChiliCup 70-g,26,"Noodles: Wheat flour, palm oil, salt, stabilizers (E412, E466), acidity regulators (E500, E501), emulsifier (E322 from soy), color (E101). Seasoning Powder: Salt, flavor enhancers (E621, E627, E631), sugar, maltodextrin, garlic powder, chili powder, onion powder, soy sauce powder (soybean, wheat, maltodextrin, salt), spices (paprika, black pepper), artificial beef flavor, anti-caking agent (E551), caramel color (E150a). Dehydrated Vegetables: Cabbage, carrots, chives.","Calories(170), TotalFat(6g), SatFat(3g), TransFat(0g), Cholesterol(0g), Sodium(1.09g), TCarbs(24g), DietFbr(1g), Tsugar(3g), Protein(5g), VitA(0%), VitC(4%), Calcium(0%), Iron(2%)",Hypertension
InstantNoodles,LuckyMeInstantNoodlesBeef 55-g,9.5,"Noodles: Wheat flour, vegetable oil, (palm oil, green tea extract), iodized salt, sodium polyphosphates, (humectant), Acidity regulators (E500, E501), thickener (E466). SEASONING: Iodized salt, flavor enhancers (E621, E631, E627), sugar, artificial beef flavor, hydrolyzed SOY protein, cornstarch, spices, whey powder (MILK), color (E150a (SULFITE)), dehydrated chives, anticaking agent (E551), iron.","Calories(121), TotalFat(5g), SatFat(5g), TransFat(0g), Cholesterol(0g), Sodium(0.797g), TCarbs(16g), DietFbr(1g), Tsugar(1g), Protein(3g), VitA(1%), VitC(0%), Calcium(0%), Iron(54%)",Hypertension
InstantNoodles,LuckyMeGoCupSpicyBatchoy 40-g,23,"Noodles: Wheat flour, palm oil, salt, acidity regulators (E500, E501), stabilizers (E412, E466), emulsifier (E322 from soy), color (E101). Seasoning Powder: Salt, flavor enhancers (E621, E635), sugar, maltodextrin, garlic powder, onion powder, chili powder, soy sauce powder (soybean, wheat, maltodextrin, salt), spices (black pepper), artificial beef flavor, caramel color (E150a). Dehydrated Vegetables: Chives, cabbage.","Calories(183), TotalFat(6g), SatFat(4g), TransFat(0g), Cholesterol(0.003g), Sodium(0.904g), TCarbs(23g), DietFbr(2g), Tsugar(3g), Protein(5g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Hypertension
